,prize,Category,terminal,type,degree
GSK3A,0.0,,False,protein,48
POMC,0.0,,False,protein,11
RCN3,0.0,,False,protein,9
EPHB2,0.0,,False,protein,43
CXCR1,0.0,,False,protein,16
PCDH9,0.0,,False,protein,3
GPR50,0.0,,False,protein,7
VTA1,0.0,,False,protein,28
IL22RA2,0.0,,False,protein,1
GIPC3,0.0,,False,protein,1
KPNA6,0.0,,False,protein,29
ACTBL2,0.0,,False,protein,29
MAPK14,0.0,,False,protein,195
UBP1,0.0,,False,protein,9
FCAMR,0.0,,False,protein,1
NT5E,0.0,,False,protein,9
IL17RE,0.0,,False,protein,1
DEPDC1,0.0,,False,protein,1
CUEDC2,0.0,,False,protein,14
PLEKHG1,0.0,,False,protein,2
LRRC25,0.0,,False,protein,1
ZNF251,0.0,,False,protein,6
STX2,0.0,,False,protein,15
RNF19A,0.0,,False,protein,17
ABI3BP,0.0,,False,protein,8
METTL7B,0.0,,False,protein,1
CCR1,0.0,,False,protein,21
LEMD2,0.0,,False,protein,1
C21ORF91,0.0,,False,protein,2
MUC5B,0.0,,False,protein,3
SLC4A2,0.0,,False,protein,3
HMGB1,0.0,,False,protein,93
NCOR2,0.0,,False,protein,109
SOCS6,0.0,,False,protein,33
UGT1A1,0.0,,False,protein,12
IL33,0.0,,False,protein,7
NME1,0.0,,False,protein,52
SH3BP5,0.0,,False,protein,14
HK2,0.0,,False,protein,26
CCDC58,0.0,,False,protein,1
ATP6AP2,0.0,,False,protein,5
LYL1,0.0,,False,protein,9
LMNB1,0.0,,False,protein,73
LOC101060399,0.0,,False,protein,42
WTIP,0.0,,False,protein,6
PARP4,0.0,,False,protein,7
KIAA2018,0.0,,False,protein,1
SBNO1,0.0,,False,protein,3
ND4,0.0,,False,protein,9
PIK3R6,0.0,,False,protein,2
RBPJL,0.0,,False,protein,1
MARCH2,0.0,,False,protein,12
DTNA,0.0,,False,protein,25
FTSJ1,0.0,,False,protein,95
ZXDC,0.0,,False,protein,13
ARMCX5,0.0,,False,protein,2
SGOL1,0.0,,False,protein,36
PTPRCAP,0.0,,False,protein,3
BHLHE41,0.0,,False,protein,9
NCS1,0.0,,False,protein,14
HTN3,0.0,,False,protein,1
TNNT1,0.0,,False,protein,65
EIF5A,0.0,,False,protein,37
TNFRSF25,0.0,,False,protein,9
ZPR1,0.0,,False,protein,64
ZNF772,0.0,,False,protein,1
CLEC17A,0.0,,False,protein,1
DNPH1,0.0,,False,protein,10
MLL/AF6,0.0,,False,protein,1
KCNAB3,0.0,,False,protein,1
NDRG1,0.0,,False,protein,90
HERC4,0.0,,False,protein,17
RNF219,0.0,,False,protein,24
TM2D2,0.0,,False,protein,1
TXNDC16,0.0,,False,protein,11
MTUS1,0.0,,False,protein,4
TSPAN17,0.0,,False,protein,2
RDH5,0.0,,False,protein,2
JRK,0.0,,False,protein,4
UCMA,0.0,,False,protein,1
ATIC,0.0,,False,protein,50
SIRT4,0.0,,False,protein,5
TBC1D2,0.0,,False,protein,17
NTPCR,0.0,,False,protein,16
PCDHA11,0.0,,False,protein,1
FHIT,0.0,,False,protein,12
LY96,0.0,,False,protein,5
AGO2,0.0,,False,protein,87
MUSK,0.0,,False,protein,10
ZNF552,0.0,,False,protein,2
CDC42,0.0,,False,protein,172
HMGB2,0.0,,False,protein,33
PPAN-P2RY11,0.0,,False,protein,15
PKNOX2,0.0,,False,protein,2
MAL,0.0,,False,protein,12
HOXB1,0.0,,False,protein,9
EZH1,0.0,,False,protein,7
SUV420H2,0.0,,False,protein,12
SMCO3,0.0,,False,protein,2
PTPRN,0.0,,False,protein,14
CEP112,0.0,,False,protein,1
ZMAT1,0.0,,False,protein,4
MED16,0.0,,False,protein,45
COL4A1,0.0,,False,protein,31
PPP1R3B,0.0,,False,protein,5
CCR5,0.0,,False,protein,44
ZNF554,0.0,,False,protein,1
TMEM160,0.0,,False,protein,6
GNAZ,0.0,,False,protein,22
PALM,0.0,,False,protein,2
BATF3,0.0,,False,protein,31
EFCAB12,0.0,,False,protein,1
PRM1,0.0,,False,protein,2
HAT1,0.0,,False,protein,28
SRPX2,0.0,,False,protein,4
NUP35,0.0,,False,protein,7
GSTA1,0.0,,False,protein,7
XPOT,0.0,,False,protein,31
ABHD6,0.0,,False,protein,2
CPEB4,0.0,,False,protein,5
BCL6,0.0,,False,protein,115
PCDH20,0.0,,False,protein,1
SLFN12L,0.0,,False,protein,2
KCNG2,0.0,,False,protein,1
FAM53C,0.0,,False,protein,8
CAND1,0.0,,False,protein,631
SLC27A3,0.0,,False,protein,2
NMUR2,0.0,,False,protein,6
LAMTOR3,0.0,,False,protein,73
SSTR1,0.0,,False,protein,5
BTNL8,0.0,,False,protein,1
UBTF,0.0,,False,protein,55
SDCCAG8,0.0,,False,protein,6
KIAA1143,0.0,,False,protein,1
RPS6KB2,0.0,,False,protein,21
NAA15,0.0,,False,protein,25
MPC1,0.0,,False,protein,3
BPGM,0.0,,False,protein,10
ASNS,0.0,,False,protein,46
DDX19B,0.0,,False,protein,19
GNPTAB,0.0,,False,protein,7
HRK,0.0,,False,protein,7
IGHA2,0.0,,False,protein,3
ZBTB7C,0.0,,False,protein,1
ALG2,0.0,,False,protein,15
GINS2,0.0,,False,protein,18
RREB1,0.0,,False,protein,10
LOC100509457,0.0,,False,protein,9
TRIM5,0.0,,False,protein,46
ABI3,0.0,,False,protein,36
COPS7A,0.0,,False,protein,54
REPS1,0.0,,False,protein,24
PKP3,0.0,,False,protein,16
UCN3,0.0,,False,protein,3
ORC5,0.0,,False,protein,35
NHLH1,0.0,,False,protein,10
RBL2,0.0,,False,protein,63
APOL5,0.0,,False,protein,7
NTN1,0.0,,False,protein,6
RTN4IP1,0.0,,False,protein,7
RASGRF1,0.0,,False,protein,21
ITK,0.0,,False,protein,38
RPL28,0.0,,False,protein,49
LGALS9C,0.0,,False,protein,4
SST,0.0,,False,protein,6
IGHE,0.0,,False,protein,1
ZMYM6,0.0,,False,protein,3
RNF31,0.0,,False,protein,46
ZNF76,0.0,,False,protein,6
TTLL5,0.0,,False,protein,4
LYSMD1,0.0,,False,protein,3
ZNF131,0.0,,False,protein,12
CDPF1,0.0,,False,protein,1
PAPD4,0.0,,False,protein,3
DBR1,0.0,,False,protein,3
LGMN,0.0,,False,protein,10
SOX8,0.0,,False,protein,18
ARHGDIB,0.0,,False,protein,14
VPS26B,0.0,,False,protein,5
CEP76,0.0,,False,protein,142
TRAPPC6B,0.0,,False,protein,8
SLC30A1,0.0,,False,protein,3
CLN5,0.0,,False,protein,32
ATXN1L,0.0,,False,protein,64
SPCS3,0.0,,False,protein,1
ARSE,0.0,,False,protein,4
ERGIC1,0.0,,False,protein,18
HLX,0.0,,False,protein,4
FAM219A,0.0,,False,protein,6
FGD5,0.0,,False,protein,2
CEP170,0.0,,False,protein,21
GATAD2A,0.0,,False,protein,22
VWF,0.0,,False,protein,20
OCIAD1,0.0,,False,protein,4
NAB1,0.0,,False,protein,4
PAX3,0.0,,False,protein,24
CACNA2D2,0.0,,False,protein,1
TCEAL6,0.0,,False,protein,1
STARD9,0.0,,False,protein,6
AP5S1,0.0,,False,protein,2
NHP2L1,0.0,,False,protein,112
INF2,0.0,,False,protein,5
SYNPO,0.0,,False,protein,8
SLC6A9,0.0,,False,protein,3
CEBPZ,0.0,,False,protein,25
PRKAB2,0.0,,False,protein,90
EXOC6B,0.0,,False,protein,2
TARDBP,0.0,,False,protein,278
RBFOX2,0.0,,False,protein,53
WDR26,0.0,,False,protein,37
INPPL1,0.0,,False,protein,86
NUDT5,0.0,,False,protein,18
NR2E3,0.0,,False,protein,29
HLA-B,0.0,,False,protein,309
PLCG1,0.0,,False,protein,202
TMBIM6,0.0,,False,protein,6
MVB12B,0.0,,False,protein,4
PTDSS2,0.0,,False,protein,2
IL25,0.0,,False,protein,2
CENPQ,0.0,,False,protein,8
CASP8AP2,0.0,,False,protein,18
PELI3,0.0,,False,protein,10
ARL15,0.0,,False,protein,14
KIAA1875,0.0,,False,protein,1
GNL1,0.0,,False,protein,8
TIPRL,0.0,,False,protein,17
DNAJC7,0.0,,False,protein,40
LLGL1,0.0,,False,protein,16
RABAC1,0.0,,False,protein,64
RAF1,0.0,,False,protein,175
STMN3,0.0,,False,protein,5
RNF146,0.0,,False,protein,30
CXCR5,0.0,,False,protein,14
SLC4A7,0.0,,False,protein,3
KRR1,0.0,,False,protein,21
PPP1R3E,0.0,,False,protein,1
ZSCAN12,0.0,,False,protein,11
HOXC11,0.0,,False,protein,12
SSH1,0.0,,False,protein,9
PPM1E,0.0,,False,protein,5
PPP2R4,0.0,,False,protein,54
NR3C1,4.569833333333333,TF,True,protein,200
ECSCR,0.0,,False,protein,3
RAB6C,0.0,,False,protein,2
CHRM4,0.0,,False,protein,3
ACAP1,0.0,,False,protein,10
PRKCE,0.0,,False,protein,72
ADPRH,0.0,,False,protein,5
RAP1GAP,0.0,,False,protein,21
TNNT2,0.0,,False,protein,9
ZSCAN4,0.0,,False,protein,2
RAB11FIP5,0.0,,False,protein,21
PIGP,0.0,,False,protein,3
VAV2,0.0,,False,protein,70
INTS5,0.0,,False,protein,35
CD27,0.0,,False,protein,8
SYNGR2,0.0,,False,protein,3
PDZRN4,0.0,,False,protein,3
MTCH1,0.0,,False,protein,8
ZNF431,0.0,,False,protein,6
MBD1,0.0,,False,protein,33
ARL2BP,0.0,,False,protein,5
GAMT,0.0,,False,protein,5
SDCCAG3,0.0,,False,protein,16
SNX9,0.0,,False,protein,32
CHRM2,0.0,,False,protein,9
ZFHX4,0.0,,False,protein,2
SOX13,0.0,,False,protein,3
RABEP2,0.0,,False,protein,19
PEBP4,0.0,,False,protein,3
CCNF,0.0,,False,protein,9
MYO18B,0.0,,False,protein,5
BBS5,0.0,,False,protein,9
C2ORF49,0.0,,False,protein,5
EID3,0.0,,False,protein,16
COQ5,0.0,,False,protein,1
FAM133B,0.0,,False,protein,1
BCL7C,0.0,,False,protein,14
GNG3,0.0,,False,protein,6
ARHGEF6,0.0,,False,protein,27
TTBK2,0.0,,False,protein,6
CTSV,0.0,,False,protein,13
ZMAT2,0.0,,False,protein,29
SLC16A8,0.0,,False,protein,2
ARFGEF3,0.0,,False,protein,6
ODF1,0.0,,False,protein,9
RAB1C,0.0,,False,protein,1
NIFK,0.0,,False,protein,43
PGGT1B,0.0,,False,protein,9
GSDMD,0.0,,False,protein,1
TMEM9B,0.0,,False,protein,1
MBD6,0.0,,False,protein,2
SERPINA4,0.0,,False,protein,14
PGBD5,0.0,,False,protein,1
AP1S1,0.0,,False,protein,14
IFT140,0.0,,False,protein,5
SCARF2,0.0,,False,protein,5
GRXCR1,0.0,,False,protein,1
SDK1,0.0,,False,protein,3
SOX5,0.0,,False,protein,27
UFL1,0.0,,False,protein,16
ZNF445,0.0,,False,protein,1
CCNE1,0.0,,False,protein,68
EPHA3,0.0,,False,protein,22
CYB5R4,0.0,,False,protein,1
HIST2H2BE,0.0,,False,protein,114
FAM169A,0.0,,False,protein,2
PHF2,0.0,,False,protein,3
SV2C,0.0,,False,protein,1
DZANK1,0.0,,False,protein,1
NUP210,0.0,,False,protein,17
TRUB2,0.0,,False,protein,2
GBAS,0.0,,False,protein,38
ZNF135,0.0,,False,protein,6
PCP4L1,0.0,,False,protein,1
RAB43,0.0,,False,protein,1
MEP1A,0.0,,False,protein,20
CDCP1,0.0,,False,protein,7
RPS4X,0.0,,False,protein,168
DLG3,0.0,,False,protein,56
ARHGEF15,0.0,,False,protein,9
TRHR,0.0,,False,protein,2
TRIM73,0.0,,False,protein,2
CRIP1,0.0,,False,protein,5
PCNT,0.0,,False,protein,24
NDEL1,0.0,,False,protein,71
PPM1A,0.0,,False,protein,34
TDRD7,0.0,,False,protein,19
CIDEA,0.0,,False,protein,5
MARCH10,0.0,,False,protein,6
ANKRD55,0.0,,False,protein,1
USP1,0.0,,False,protein,41
NUDT12,0.0,,False,protein,1
MYO3A,0.0,,False,protein,2
ORC6,0.0,,False,protein,21
CKS1B,0.0,,False,protein,41
FBXO21,0.0,,False,protein,12
USP16,0.0,,False,protein,20
MEF2A,0.0,,False,protein,35
TNIP2,0.0,,False,protein,23
PRICKLE2,0.0,,False,protein,2
ST8SIA4,0.0,,False,protein,1
CDC42BPB,0.0,,False,protein,14
PLCD1,0.0,,False,protein,8
AGFG2,0.0,,False,protein,3
TMEM54,0.0,,False,protein,5
USP28,0.0,,False,protein,43
RDH13,0.0,,False,protein,6
TLX3,0.0,,False,protein,17
PSG9,0.0,,False,protein,6
GAB2,0.0,,False,protein,37
CRNKL1,0.0,,False,protein,21
OTC,0.0,,False,protein,1
PEF1,0.0,,False,protein,18
SFTPC,0.0,,False,protein,14
CDH8,0.0,,False,protein,1
C17ORF53,0.0,,False,protein,2
TIMP2,0.0,,False,protein,28
CYP2S1,0.0,,False,protein,2
TEX15,0.0,,False,protein,1
SLAMF7,0.0,,False,protein,4
CDY1B,0.0,,False,protein,2
MRPL22,0.0,,False,protein,12
CKAP5,0.0,,False,protein,34
LSM10,0.0,,False,protein,12
ARID5A,0.0,,False,protein,20
FAM117A,0.0,,False,protein,2
PTP4A3,0.0,,False,protein,106
MED6,0.0,,False,protein,48
ELANE,0.0,,False,protein,30
LLGL2,0.0,,False,protein,5
ITIH4,5.2502,ECM Regulators,True,protein,6
TBC1D5,0.0,,False,protein,13
RNF14,0.0,,False,protein,28
CHMP2A,0.0,,False,protein,19
CCNJL,0.0,,False,protein,6
SMG5,0.0,,False,protein,10
SIRT6,0.0,,False,protein,23
C8ORF59,0.0,,False,protein,1
MAT1A,0.0,,False,protein,3
CAMK2A,0.0,,False,protein,60
SYNM,0.0,,False,protein,14
TMOD3,0.0,,False,protein,28
FHL5,0.0,,False,protein,11
MYH2,0.0,,False,protein,12
DCLRE1A,0.0,,False,protein,4
FAM134C,0.0,,False,protein,5
ZGPAT,0.0,,False,protein,40
TNNT3,0.0,,False,protein,9
SLCO3A1,0.0,,False,protein,2
TM2D3,0.0,,False,protein,1
KIAA1715,0.0,,False,protein,1
MORC2,0.0,,False,protein,4
TNNI3K,0.0,,False,protein,9
NT5DC3,0.0,,False,protein,1
DOK2,0.0,,False,protein,25
CCNA1,0.0,,False,protein,80
NEB,0.0,,False,protein,37
ARGLU1,0.0,,False,protein,10
CHAF1A,0.0,,False,protein,70
HSD17B10,0.0,,False,protein,27
PER1,0.0,,False,protein,16
KDSR,0.0,,False,protein,1
ABHD1,0.0,,False,protein,1
MBLAC2,0.0,,False,protein,1
PNP,0.0,,False,protein,33
SH3D21,0.0,,False,protein,1
CARTPT,0.0,,False,protein,2
NFRKB,0.0,,False,protein,24
CACNB3,0.0,,False,protein,4
RAB8A,0.0,,False,protein,43
USH2A,0.0,,False,protein,4
FAM175A,0.0,,False,protein,12
FUT4,0.0,,False,protein,4
HTR1F,0.0,,False,protein,1
SOX11,0.0,,False,protein,2
ABCC8,0.0,,False,protein,6
NLRP3,0.0,,False,protein,10
MRPS34,0.0,,False,protein,18
ARVCF,0.0,,False,protein,6
SHPK,0.0,,False,protein,1
PTGER2,0.0,,False,protein,3
ELFN2,6.6166,ECM-affiliated Proteins,True,protein,1
PTK6,0.0,,False,protein,24
ABCB8,0.0,,False,protein,10
SP2,0.0,,False,protein,11
ACTN1,0.0,,False,protein,119
RBP3,0.0,,False,protein,1
CREB1,3.3922833333333333,TF,True,protein,105
LIPE,0.0,,False,protein,9
PATL1,0.0,,False,protein,13
TGDS,0.0,,False,protein,4
GNG10,0.0,,False,protein,7
PTH2R,0.0,,False,protein,6
NSUN2,0.0,,False,protein,54
SERINC1,0.0,,False,protein,11
HCN2,0.0,,False,protein,6
CNKSR3,0.0,,False,protein,2
NAGK,0.0,,False,protein,44
MAP2K3,0.0,,False,protein,27
COPS3,0.0,,False,protein,66
SIGLEC10,0.0,,False,protein,2
NDUFB8,0.0,,False,protein,16
FANCG,0.0,,False,protein,41
ARHGEF5,0.0,,False,protein,18
C7ORF43,0.0,,False,protein,2
TMEM242,0.0,,False,protein,3
RAPGEF6,0.0,,False,protein,8
NCALD,0.0,,False,protein,10
CYFIP2,0.0,,False,protein,31
AAMP,0.0,,False,protein,20
KRIT1,0.0,,False,protein,13
U2AF1L4,0.0,,False,protein,4
MKX,0.0,,False,protein,7
TRPM6,0.0,,False,protein,4
UTP15,0.0,,False,protein,11
NUP155,0.0,,False,protein,31
NMNAT1,0.0,,False,protein,10
MTMR14,0.0,,False,protein,3
ARF3,0.0,,False,protein,15
KIR2DL4,0.0,,False,protein,6
ZCCHC24,0.0,,False,protein,1
CDX4,0.0,,False,protein,7
SKP2,0.0,,False,protein,117
FCGR2C,0.0,,False,protein,8
GOT1L1,0.0,,False,protein,1
CLEC3B,0.0,,False,protein,16
KLRG1,0.0,,False,protein,2
ACVR2A,0.0,,False,protein,23
KDM8,0.0,,False,protein,1
HLA-C,0.0,,False,protein,67
EVA1B,0.0,,False,protein,1
PPWD1,0.0,,False,protein,1
SEC23IP,0.0,,False,protein,23
PFKFB4,0.0,,False,protein,3
FAM208B,0.0,,False,protein,21
MAP4K5,0.0,,False,protein,14
RUSC1,0.0,,False,protein,12
SLC25A23,0.0,,False,protein,3
PAK4,0.0,,False,protein,26
COMMD4,0.0,,False,protein,7
TPT1,0.0,,False,protein,45
HSPA8,0.0,,False,protein,324
NRIP1,0.0,,False,protein,62
KLF13,0.0,,False,protein,12
HLA-DMB,0.0,,False,protein,9
FRMD6,0.0,,False,protein,19
VEZT,0.0,,False,protein,4
PIH1D1,0.0,,False,protein,22
PCDHA8,0.0,,False,protein,1
PTPRA,0.0,,False,protein,13
HRH2,0.0,,False,protein,2
CDC16,0.0,,False,protein,44
SNX22,0.0,,False,protein,6
MYH3,0.0,,False,protein,12
LRRC4C,0.0,,False,protein,4
SEC61A1,0.0,,False,protein,31
ERC1,0.0,,False,protein,31
UHRF1BP1L,0.0,,False,protein,2
PRIM2,0.0,,False,protein,13
DNA2,0.0,,False,protein,10
UBQLN2,0.0,,False,protein,70
ZNF212,0.0,,False,protein,23
FRAT2,0.0,,False,protein,12
C6ORF201,0.0,,False,protein,2
PFDN4,0.0,,False,protein,21
CHRD,0.0,,False,protein,30
ZNF581,0.0,,False,protein,39
NDUFB4,0.0,,False,protein,11
PON1,0.0,,False,protein,3
TRA1,0.0,,False,protein,1
ORFNAMES=HCG_1811444,0.0,,False,protein,4
STX18,0.0,,False,protein,10
ANXA1,4.2659,ECM-affiliated Proteins,True,protein,63
PHF6,0.0,,False,protein,37
LDHD,0.0,,False,protein,3
ORFNAMES=UNQ160/PRO186,0.0,,False,protein,1
TOMM34,0.0,,False,protein,26
NOD2,0.0,,False,protein,37
SGK2,0.0,,False,protein,6
GYG2,0.0,,False,protein,4
ZHX1,0.0,,False,protein,54
USP6NL,0.0,,False,protein,6
GPSM1,0.0,,False,protein,14
ZSWIM8,0.0,,False,protein,7
TAF1D,0.0,,False,protein,40
SEC23A,0.0,,False,protein,75
SECTM1,0.0,,False,protein,1
APBA1,0.0,,False,protein,16
ANGPTL3,0.0,,False,protein,3
DFFA,0.0,,False,protein,44
TESK1,0.0,,False,protein,14
GRIN3B,0.0,,False,protein,3
ZNF57,0.0,,False,protein,5
GRIP2,0.0,,False,protein,11
CDKN2A,0.0,,False,protein,180
CCK,0.0,,False,protein,6
ACSS2,0.0,,False,protein,1
CELA1,0.0,,False,protein,6
CTSW,0.0,,False,protein,1
PSPC1,0.0,,False,protein,25
RAG1,0.0,,False,protein,29
CFAP20,0.0,,False,protein,5
COX4I2,0.0,,False,protein,1
GRHL1,0.0,,False,protein,1
SIT1,0.0,,False,protein,7
EMX2,0.0,,False,protein,4
PSMC3,0.0,,False,protein,95
KRT6A,0.0,,False,protein,37
PLEKHO2,0.0,,False,protein,1
B4GALNT2,0.0,,False,protein,1
RRAGC,0.0,,False,protein,15
CDC42EP3,0.0,,False,protein,9
SLC38A3,0.0,,False,protein,4
C22ORF46,0.0,,False,protein,2
EXOC4,0.0,,False,protein,26
TSPYL2,0.0,,False,protein,15
LGALS9,0.0,,False,protein,5
ZNF140,0.0,,False,protein,2
ZNF653,0.0,,False,protein,1
FASTKD2,0.0,,False,protein,7
PPM1K,0.0,,False,protein,2
POU2F3,0.0,,False,protein,2
ACKR4,0.0,,False,protein,11
XRN1,0.0,,False,protein,71
TMEM74B,0.0,,False,protein,1
MUCL1,0.0,,False,protein,2
DCSTAMP,0.0,,False,protein,2
IL10,0.0,,False,protein,3
SH3GL2,0.0,,False,protein,69
C7ORF26,0.0,,False,protein,6
AZI2,0.0,,False,protein,15
SELI,0.0,,False,protein,2
MEX3B,0.0,,False,protein,13
RAB18,0.0,,False,protein,8
C8B,0.0,,False,protein,3
ZNF385C,0.0,,False,protein,7
PSG5,0.0,,False,protein,2
ITGA6,0.0,,False,protein,20
SOX1,0.0,,False,protein,2
PPP1R18,0.0,,False,protein,41
RIMBP3C,0.0,,False,protein,1
RPS2,0.0,,False,protein,173
PLBD2,0.0,,False,protein,3
ARHGAP20,0.0,,False,protein,1
CFLAR,0.0,,False,protein,64
HIST2H2BF,0.0,,False,protein,6
RAB3GAP1,0.0,,False,protein,23
UBXN11,0.0,,False,protein,22
OR2L13,0.0,,False,protein,1
BCL6B,0.0,,False,protein,18
GZMH,0.0,,False,protein,1
PWWP2A,0.0,,False,protein,1
SERTAD1,0.0,,False,protein,39
AQP4,0.0,,False,protein,5
APOH,0.0,,False,protein,16
PPP4R1,0.0,,False,protein,14
TEAD3,0.0,,False,protein,13
KRT31,0.0,,False,protein,199
KIAA0586,0.0,,False,protein,1
TRAF3IP1,0.0,,False,protein,66
MLF1,0.0,,False,protein,80
TIMM22,0.0,,False,protein,1
CABP2,0.0,,False,protein,3
SCHIP1,0.0,,False,protein,48
IFITM3,0.0,,False,protein,4
TM4SF19,0.0,,False,protein,1
ATE1,0.0,,False,protein,4
RAB37,0.0,,False,protein,5
SERINC3,0.0,,False,protein,11
ASNA1,0.0,,False,protein,27
PCBP1,0.0,,False,protein,106
KCNG1,0.0,,False,protein,3
MEI1,0.0,,False,protein,1
SCUBE1,0.0,,False,protein,2
CA1,0.0,,False,protein,3
LMO3,0.0,,False,protein,32
OPN1MW2,0.0,,False,protein,2
APAF1,0.0,,False,protein,21
TRPS1,0.0,,False,protein,5
CTRL,0.0,,False,protein,2
ESPN,0.0,,False,protein,1
NOMO1,0.0,,False,protein,18
DLK2,0.0,,False,protein,3
KIAA1522,0.0,,False,protein,6
B4GAT1,0.0,,False,protein,4
DPP10,0.0,,False,protein,4
SLC45A1,0.0,,False,protein,1
CCDC176,0.0,,False,protein,1
ACBD3,0.0,,False,protein,17
ZNF711,0.0,,False,protein,3
CARHSP1,0.0,,False,protein,22
CHGA,0.0,,False,protein,5
MC1R,0.0,,False,protein,14
MRPS14,0.0,,False,protein,21
ZRANB3,0.0,,False,protein,3
CBX4,0.0,,False,protein,73
CCNK,0.0,,False,protein,30
TGIF1,0.0,,False,protein,26
PLXNB2,2.9111,ECM-affiliated Proteins,True,protein,16
ZNF677,0.0,,False,protein,2
RIMBP3,0.0,,False,protein,18
MLNR,0.0,,False,protein,4
ITM2A,0.0,,False,protein,2
RHBDF1,0.0,,False,protein,1
ARSJ,0.0,,False,protein,4
ARHGAP18,0.0,,False,protein,2
KCNK3,0.0,,False,protein,6
LTBP1,4.4483,ECM Glycoproteins,True,protein,12
OAT,0.0,,False,protein,29
GRIK2,0.0,,False,protein,21
C2ORF73,0.0,,False,protein,3
RBM12,0.0,,False,protein,15
FGFR3,0.0,,False,protein,50
FCRL2,0.0,,False,protein,1
POLQ,0.0,,False,protein,1
CARD11,0.0,,False,protein,26
MYO1E,0.0,,False,protein,33
ATP5J2-PTCD1,0.0,,False,protein,1
CLASP1,0.0,,False,protein,13
RAC1,0.0,,False,protein,188
MSANTD2,0.0,,False,protein,3
WASF1,0.0,,False,protein,37
FGF3,0.0,,False,protein,8
C16ORF45,0.0,,False,protein,3
RILPL2,0.0,,False,protein,4
KDM1A,0.0,,False,protein,293
SLC8A1,0.0,,False,protein,8
TYRO3,0.0,,False,protein,24
NUDCD3,0.0,,False,protein,123
MYB,3.0459333333333336,TF,True,protein,72
TMPO,0.0,,False,protein,56
CRY2,0.0,,False,protein,17
MRPL55,0.0,,False,protein,18
TAF2,0.0,,False,protein,23
RPS19,0.0,,False,protein,139
VCPKMT,0.0,,False,protein,13
NEURL4,0.0,,False,protein,27
UCP2,0.0,,False,protein,6
ELMO1,0.0,,False,protein,10
FAM160A2,0.0,,False,protein,8
SNX29,0.0,,False,protein,1
RAB4B,0.0,,False,protein,3
ZCCHC3,0.0,,False,protein,6
DGKQ,0.0,,False,protein,7
MECR,0.0,,False,protein,5
TPH2,0.0,,False,protein,1
ARF5,0.0,,False,protein,14
SPATC1L,0.0,,False,protein,12
SLAMF1,0.0,,False,protein,7
RPP40,0.0,,False,protein,10
SPATA2,0.0,,False,protein,18
PNMAL1,0.0,,False,protein,3
CHCHD1,0.0,,False,protein,2
MMP13,0.0,,False,protein,8
NRDE2,0.0,,False,protein,2
ZDHHC16,0.0,,False,protein,1
RBM17,0.0,,False,protein,27
NFYB,0.0,,False,protein,32
CARD18,0.0,,False,protein,2
SPATA5L1,0.0,,False,protein,1
LOR,0.0,,False,protein,7
CLTB,0.0,,False,protein,12
TEFM,0.0,,False,protein,3
TRMT2A,0.0,,False,protein,22
RPLP1,0.0,,False,protein,94
DKK1,0.0,,False,protein,9
SPG21,0.0,,False,protein,40
ULK1,0.0,,False,protein,39
CABLES1,0.0,,False,protein,10
ZNF550,0.0,,False,protein,1
CCAR1,0.0,,False,protein,24
KLHL14,0.0,,False,protein,3
POU1F1,0.0,,False,protein,14
KRT72,0.0,,False,protein,4
MTCL1,0.0,,False,protein,7
NECAB2,0.0,,False,protein,58
MRPL37,0.0,,False,protein,27
CCM2,0.0,,False,protein,7
MRPL39,0.0,,False,protein,31
CTRC,0.0,,False,protein,6
PPM1D,0.0,,False,protein,23
SRBD1,0.0,,False,protein,10
TJAP1,0.0,,False,protein,3
AMY1C,0.0,,False,protein,6
ACSS1,0.0,,False,protein,1
ESYT3,0.0,,False,protein,2
EME1,0.0,,False,protein,5
AQP5,0.0,,False,protein,8
GLCE,0.0,,False,protein,10
PAK7,0.0,,False,protein,26
AKR7A2,0.0,,False,protein,5
NALCN,0.0,,False,protein,3
RSPO4,0.0,,False,protein,2
SLC51A,0.0,,False,protein,1
ZAP70,0.0,,False,protein,64
FAM64A,0.0,,False,protein,13
ARL2,0.0,,False,protein,13
GSTP1,0.0,,False,protein,37
SLC25A24,0.0,,False,protein,9
NOTCH2NL,0.0,,False,protein,244
PHC1,0.0,,False,protein,25
NDRG4,0.0,,False,protein,4
FLII,0.0,,False,protein,36
SLC25A48,0.0,,False,protein,6
ANKLE1,0.0,,False,protein,1
ZBTB48,0.0,,False,protein,20
TBX4,0.0,,False,protein,1
EHD2,0.0,,False,protein,16
TP53I11,0.0,,False,protein,1
FOXRED1,0.0,,False,protein,1
RHEB,0.0,,False,protein,32
ATP5H,0.0,,False,protein,10
PIDD1,0.0,,False,protein,36
FRMD4B,0.0,,False,protein,1
KRTAP12-2,0.0,,False,protein,23
POU2F2,4.779,TF,True,protein,14
PDZD2,0.0,,False,protein,8
NXPH1,0.0,,False,protein,1
OASL,0.0,,False,protein,4
MSANTD3,0.0,,False,protein,13
IPCEF1,0.0,,False,protein,4
PBX4,0.0,,False,protein,2
ASIC4,0.0,,False,protein,1
TOP1MT,0.0,,False,protein,3
DMRTC2,0.0,,False,protein,2
EHD4,0.0,,False,protein,26
CKM,0.0,,False,protein,13
RAB25,0.0,,False,protein,18
KIAA0101,0.0,,False,protein,23
FAM83B,0.0,,False,protein,5
ACSBG1,0.0,,False,protein,1
